Node,PageRank,Degree,NORMALIZE,,,,,,,,,,
16012,2.37E-05,4,-0.16676755,,,,,,4,,,,
16013,3.25E-05,4,-0.16676755,,,,,,4,,,,
16014,1.28E-05,4,-0.16676755,,,,,,4,,,,
16015,9.08E-06,4,-0.16676755,,,,,,4,,,,
16016,1.62E-05,4,-0.16676755,,,,,,4,,,,
16017,5.10E-05,4,-0.16676755,,,,,,4,,,,
16018,1.46E-05,4,-0.16676755,,,,,,4,,,,
16019,5.72E-06,4,-0.16676755,,,,,,4,,,,
16020,5.72E-06,4,-0.16676755,,,,,,4,,,,
16021,4.22E-05,4,-0.16676755,,,,,,4,,,,
16022,1.32E-05,4,-0.16676755,,,,,,4,,,,
16023,1.32E-05,4,-0.16676755,,,,,,4,,,,
16024,1.32E-05,4,-0.16676755,,,,,,4,,,,
16025,2.43E-05,4,-0.16676755,,,,,,4,,,,
16026,2.38E-05,4,-0.16676755,,,,,,4,,,,
16027,1.91E-05,4,-0.16676755,,,,,,4,,,,
16028,1.11E-05,4,-0.16676755,,,,,,4,,,,
16029,8.56E-06,4,-0.16676755,,,,,,4,,,,
16030,5.72E-06,4,-0.16676755,,,,,,4,,,,
16031,3.41E-05,4,-0.16676755,,,,,,4,,,,
16032,1.20E-05,4,-0.16676755,,,,,,4,,,,
16033,1.20E-05,4,-0.16676755,,,,,,4,,,,
16034,1.89E-05,4,-0.16676755,,,,,,4,,,,
16035,1.29E-05,4,-0.16676755,,,,,,4,,,,
16036,2.21E-05,4,-0.16676755,,,,,,4,,,,
16037,1.09E-05,4,-0.16676755,,,,,,4,,,,
16038,1.82E-05,4,-0.16676755,,,,,,4,,,,
16039,5.72E-06,4,-0.16676755,,,,,,4,,,,
16040,1.01E-05,4,-0.16676755,,,,,,4,,,,
16041,1.20E-05,4,-0.16676755,,,,,,4,,,,
16042,5.72E-06,4,-0.16676755,,,,,,4,,,,
16043,5.72E-06,4,-0.16676755,,,,,,4,,,,
16044,1.22E-05,4,-0.16676755,,,,,,4,,,,
16045,8.43E-06,4,-0.16676755,,,,,,4,,,,
16046,1.17E-05,4,-0.16676755,,,,,,4,,,,
16047,1.17E-05,4,-0.16676755,,,,,,4,,,,
16048,5.72E-06,4,-0.16676755,,,,,,4,,,,
16049,5.72E-06,4,-0.16676755,,,,,,4,,,,
16050,1.50E-05,4,-0.16676755,,,,,,4,,,,
16051,5.72E-06,4,-0.16676755,,,,,,4,,,,
16052,7.05E-06,4,-0.16676755,,,,,,4,,,,
16053,5.72E-06,4,-0.16676755,,,,,,4,,,,
16054,5.72E-06,4,-0.16676755,,,,,,4,,,,
16055,2.08E-05,4,-0.16676755,,,,,,4,,,,
16056,5.72E-06,4,-0.16676755,,,,,,4,,,,
16057,1.02E-05,4,-0.16676755,,,,,,4,,,,
16058,1.32E-05,4,-0.16676755,,,,,,4,,,,
16059,1.32E-05,4,-0.16676755,,,,,,4,,,,
16060,1.32E-05,4,-0.16676755,,,,,,4,,,,
16061,1.53E-05,4,-0.16676755,,,,,,4,,,,
16062,1.76E-05,4,-0.16676755,,,,,,4,,,,
16063,1.76E-05,4,-0.16676755,,,,,,4,,,,
16064,1.76E-05,4,-0.16676755,,,,,,4,,,,
16065,1.76E-05,4,-0.16676755,,,,,,4,,,,
16066,1.15E-05,4,-0.16676755,,,,,,4,,,,
16067,1.15E-05,4,-0.16676755,,,,,,4,,,,
16068,1.50E-05,4,-0.16676755,,,,,,4,,,,
16069,1.50E-05,4,-0.16676755,,,,,,4,,,,
16070,5.72E-06,4,-0.16676755,,,,,,4,,,,
16071,1.43E-05,4,-0.16676755,,,,,,4,,,,
16072,2.48E-05,4,-0.16676755,,,,,,4,,,,
16073,5.72E-06,4,-0.16676755,,,,,,4,,,,
16074,1.57E-05,4,-0.16676755,,,,,,4,,,,
16075,1.32E-05,4,-0.16676755,,,,,,4,,,,
16076,1.32E-05,4,-0.16676755,,,,,,4,,,,
16077,1.32E-05,4,-0.16676755,,,,,,4,,,,
16078,1.09E-05,4,-0.16676755,,,,,,4,,,,
16079,5.72E-06,4,-0.16676755,,,,,,4,,,,
16080,2.61E-05,4,-0.16676755,,,,,,4,,,,
16081,9.09E-06,4,-0.16676755,,,,,,4,,,,
16082,2.17E-05,4,-0.16676755,,,,,,4,,,,
16083,1.87E-05,4,-0.16676755,,,,,,4,,,,
16084,1.87E-05,4,-0.16676755,,,,,,4,,,,
16085,4.33E-05,4,-0.16676755,,,,,,4,,,,
16086,2.93E-05,4,-0.16676755,,,,,,4,,,,
16087,1.72E-05,4,-0.16676755,,,,,,4,,,,
16088,1.98E-05,4,-0.16676755,,,,,,4,,,,
16089,1.72E-05,4,-0.16676755,,,,,,4,,,,
16090,1.18E-05,4,-0.16676755,,,,,,4,,,,
16091,8.05E-06,4,-0.16676755,,,,,,4,,,,
16092,1.15E-05,4,-0.16676755,,,,,,4,,,,
16093,1.15E-05,4,-0.16676755,,,,,,4,,,,
16094,2.15E-05,4,-0.16676755,,,,,,4,,,,
16095,6.00E-06,4,-0.16676755,,,,,,4,,,,
16096,1.83E-05,4,-0.16676755,,,,,,4,,,,
16097,1.78E-05,4,-0.16676755,,,,,,4,,,,
16098,3.16E-05,4,-0.16676755,,,,,,4,,,,
16099,6.00E-06,4,-0.16676755,,,,,,4,,,,
16100,8.51E-06,4,-0.16676755,,,,,,4,,,,
16101,2.59E-05,4,-0.16676755,,,,,,4,,,,
16102,4.07E-05,4,-0.16676755,,,,,,4,,,,
16103,4.88E-05,4,-0.16676755,,,,,,4,,,,
16104,2.82E-05,4,-0.16676755,,,,,,4,,,,
16105,7.06E-05,4,-0.16676755,,,,,,4,,,,
16106,7.53E-06,4,-0.16676755,,,,,,4,,,,
16107,1.41E-05,4,-0.16676755,,,,,,4,,,,
16108,6.00E-06,4,-0.16676755,,,,,,4,,,,
16109,1.48E-05,4,-0.16676755,,,,,,4,,,,
16110,6.00E-06,4,-0.16676755,,,,,,4,,,,
16111,6.00E-06,4,-0.16676755,,,,,,4,,,,
16112,6.00E-06,4,-0.16676755,,,,,,4,,,,
16113,1.07E-05,4,-0.16676755,,,,,,4,,,,
16114,6.00E-06,4,-0.16676755,,,,,,4,,,,
16115,6.00E-06,4,-0.16676755,,,,,,4,,,,
16116,2.51E-05,4,-0.16676755,,,,,,4,,,,
16117,6.00E-06,4,-0.16676755,,,,,,4,,,,
16118,6.00E-06,4,-0.16676755,,,,,,4,,,,
16119,6.00E-06,4,-0.16676755,,,,,,4,,,,
16120,6.00E-06,4,-0.16676755,,,,,,4,,,,
16121,1.61E-05,4,-0.16676755,,,,,,4,,,,
16122,1.53E-05,4,-0.16676755,,,,,,4,,,,
16123,1.90E-05,4,-0.16676755,,,,,,4,,,,
16124,1.17E-05,4,-0.16676755,,,,,,4,,,,
16125,1.17E-05,4,-0.16676755,,,,,,4,,,,
16126,1.89E-05,4,-0.16676755,,,,,,4,,,,
16127,1.70E-05,4,-0.16676755,,,,,,4,,,,
16128,1.70E-05,4,-0.16676755,,,,,,4,,,,
16129,1.70E-05,4,-0.16676755,,,,,,4,,,,
16130,1.70E-05,4,-0.16676755,,,,,,4,,,,
16131,8.06E-06,4,-0.16676755,,,,,,4,,,,
16132,6.00E-06,4,-0.16676755,,,,,,4,,,,
16133,6.00E-06,4,-0.16676755,,,,,,4,,,,
16134,6.00E-06,4,-0.16676755,,,,,,4,,,,
16135,6.00E-06,4,-0.16676755,,,,,,4,,,,
16136,1.10E-05,4,-0.16676755,,,,,,4,,,,
16137,6.00E-06,4,-0.16676755,,,,,,4,,,,
16138,1.61E-05,4,-0.16676755,,,,,,4,,,,
16139,1.74E-05,4,-0.16676755,,,,,,4,,,,
16140,7.55E-06,4,-0.16676755,,,,,,4,,,,
16141,4.45E-05,4,-0.16676755,,,,,,4,,,,
16142,6.00E-06,4,-0.16676755,,,,,,4,,,,
16143,6.00E-06,4,-0.16676755,,,,,,4,,,,
16144,6.00E-06,4,-0.16676755,,,,,,4,,,,
16145,6.00E-06,4,-0.16676755,,,,,,4,,,,
16146,7.75E-06,4,-0.16676755,,,,,,4,,,,
16147,6.00E-06,4,-0.16676755,,,,,,4,,,,
16148,6.00E-06,4,-0.16676755,,,,,,4,,,,
16149,6.00E-06,4,-0.16676755,,,,,,4,,,,
16150,6.00E-06,4,-0.16676755,,,,,,4,,,,
16151,7.14E-05,4,-0.16676755,,,,,,4,,,,
16152,6.00E-06,4,-0.16676755,,,,,,4,,,,
16153,1.41E-05,4,-0.16676755,,,,,,4,,,,
16154,6.00E-06,4,-0.16676755,,,,,,4,,,,
16155,6.00E-06,4,-0.16676755,,,,,,4,,,,
16156,6.00E-06,4,-0.16676755,,,,,,4,,,,
16157,1.57E-05,4,-0.16676755,,,,,,4,,,,
16158,6.00E-06,4,-0.16676755,,,,,,4,,,,
16159,1.18E-05,4,-0.16676755,,,,,,4,,,,
16160,1.18E-05,4,-0.16676755,,,,,,4,,,,
16161,6.00E-06,4,-0.16676755,,,,,,4,,,,
16162,1.49E-05,4,-0.16676755,,,,,,4,,,,
16163,1.77E-05,4,-0.16676755,,,,,,4,,,,
16164,6.00E-06,4,-0.16676755,,,,,,4,,,,
16165,6.00E-06,4,-0.16676755,,,,,,4,,,,
16166,1.04E-05,4,-0.16676755,,,,,,4,,,,
16167,1.04E-05,4,-0.16676755,,,,,,4,,,,
16168,1.34E-05,4,-0.16676755,,,,,,4,,,,
16169,6.00E-06,4,-0.16676755,,,,,,4,,,,
16170,1.39E-05,4,-0.16676755,,,,,,4,,,,
16171,1.39E-05,4,-0.16676755,,,,,,4,,,,
16172,1.39E-05,4,-0.16676755,,,,,,4,,,,
16173,6.00E-06,4,-0.16676755,,,,,,4,,,,
16174,6.00E-06,4,-0.16676755,,,,,,4,,,,
16175,1.60E-05,4,-0.16676755,,,,,,4,,,,
16176,6.00E-06,4,-0.16676755,,,,,,4,,,,
16177,6.00E-06,4,-0.16676755,,,,,,4,,,,
16178,2.37E-05,4,-0.16676755,,,,,,4,,,,
16179,7.80E-06,4,-0.16676755,,,,,,4,,,,
16180,1.12E-05,4,-0.16676755,,,,,,4,,,,
16181,2.00E-05,4,-0.16676755,,,,,,4,,,,
16182,7.53E-06,4,-0.16676755,,,,,,4,,,,
16183,1.31E-05,4,-0.16676755,,,,,,4,,,,
16184,6.00E-06,4,-0.16676755,,,,,,4,,,,
16185,2.17E-05,4,-0.16676755,,,,,,4,,,,
16186,1.81E-05,4,-0.16676755,,,,,,4,,,,
16187,1.78E-05,4,-0.16676755,,,,,,4,,,,
16188,1.78E-05,4,-0.16676755,,,,,,4,,,,
16189,9.42E-06,4,-0.16676755,,,,,,4,,,,
16190,2.12E-05,4,-0.16676755,,,,,,4,,,,
16191,4.19E-05,4,-0.16676755,,,,,,4,,,,
16192,2.14E-05,4,-0.16676755,,,,,,4,,,,
16193,8.70E-06,4,-0.16676755,,,,,,4,,,,
16194,9.24E-06,4,-0.16676755,,,,,,4,,,,
16195,7.11E-06,4,-0.16676755,,,,,,4,,,,
16196,7.44E-06,4,-0.16676755,,,,,,4,,,,
16197,1.81E-05,4,-0.16676755,,,,,,4,,,,
16198,6.71E-05,4,-0.16676755,,,,,,4,,,,
16199,1.07E-05,4,-0.16676755,,,,,,4,,,,
16200,1.07E-05,4,-0.16676755,,,,,,4,,,,
16201,2.89E-04,4,-0.16676755,,,,,,4,,,,
16202,2.47E-04,4,-0.16676755,,,,,,4,,,,
16203,5.82E-05,4,-0.16676755,,,,,,4,,,,
16204,7.61E-05,4,-0.16676755,,,,,,4,,,,
16205,6.65E-06,4,-0.16676755,,,,,,4,,,,
16206,6.65E-06,4,-0.16676755,,,,,,4,,,,
16207,8.69E-05,4,-0.16676755,,,,,,4,,,,
16208,1.76E-05,4,-0.16676755,,,,,,4,,,,
16209,1.43E-05,4,-0.16676755,,,,,,4,,,,
16210,9.25E-05,4,-0.16676755,,,,,,4,,,,
16211,1.64E-05,4,-0.16676755,,,,,,4,,,,
16212,1.27E-05,4,-0.16676755,,,,,,4,,,,
16213,2.33E-05,4,-0.16676755,,,,,,4,,,,
16214,2.41E-05,4,-0.16676755,,,,,,4,,,,
16215,1.85E-05,4,-0.16676755,,,,,,4,,,,
16216,5.02E-05,4,-0.16676755,,,,,,4,,,,
16217,1.53E-05,4,-0.16676755,,,,,,4,,,,
16218,1.53E-05,4,-0.16676755,,,,,,4,,,,
16219,1.47E-05,4,-0.16676755,,,,,,4,,,,
16220,1.47E-05,4,-0.16676755,,,,,,4,,,,
16221,1.47E-05,4,-0.16676755,,,,,,4,,,,
16222,3.94E-05,4,-0.16676755,,,,,,4,,,,
16223,1.47E-05,4,-0.16676755,,,,,,4,,,,
16224,2.46E-05,4,-0.16676755,,,,,,4,,,,
16225,1.53E-05,4,-0.16676755,,,,,,4,,,,
16226,1.53E-05,4,-0.16676755,,,,,,4,,,,
16227,1.73E-05,4,-0.16676755,,,,,,4,,,,
16228,3.83E-05,4,-0.16676755,,,,,,4,,,,
16229,1.73E-05,4,-0.16676755,,,,,,4,,,,
16230,1.83E-05,4,-0.16676755,,,,,,4,,,,
16231,1.55E-05,4,-0.16676755,,,,,,4,,,,
16232,2.39E-05,4,-0.16676755,,,,,,4,,,,
16233,2.01E-05,4,-0.16676755,,,,,,4,,,,
16234,2.01E-05,4,-0.16676755,,,,,,4,,,,
16235,1.46E-05,4,-0.16676755,,,,,,4,,,,
16236,3.57E-05,4,-0.16676755,,,,,,4,,,,
16237,1.46E-05,4,-0.16676755,,,,,,4,,,,
16238,1.58E-05,4,-0.16676755,,,,,,4,,,,
16239,1.58E-05,4,-0.16676755,,,,,,4,,,,
16240,2.07E-05,4,-0.16676755,,,,,,4,,,,
16241,9.26E-06,4,-0.16676755,,,,,,4,,,,
16242,4.22E-05,4,-0.16676755,,,,,,4,,,,
16243,1.45E-05,4,-0.16676755,,,,,,4,,,,
16244,1.45E-05,4,-0.16676755,,,,,,4,,,,
16245,2.30E-05,4,-0.16676755,,,,,,4,,,,
16246,2.30E-05,4,-0.16676755,,,,,,4,,,,
16247,2.00E-05,4,-0.16676755,,,,,,4,,,,
16248,2.00E-05,4,-0.16676755,,,,,,4,,,,
16249,2.00E-05,4,-0.16676755,,,,,,4,,,,
16250,2.19E-05,4,-0.16676755,,,,,,4,,,,
16251,2.19E-05,4,-0.16676755,,,,,,4,,,,
16252,2.19E-05,4,-0.16676755,,,,,,4,,,,
16253,2.19E-05,4,-0.16676755,,,,,,4,,,,
16254,2.13E-05,4,-0.16676755,,,,,,4,,,,
16255,2.93E-05,4,-0.16676755,,,,,,4,,,,
16256,2.13E-05,4,-0.16676755,,,,,,4,,,,
16257,1.77E-05,4,-0.16676755,,,,,,4,,,,
16258,2.94E-05,4,-0.16676755,,,,,,4,,,,
16259,1.77E-05,4,-0.16676755,,,,,,4,,,,
16260,1.60E-05,4,-0.16676755,,,,,,4,,,,
16261,1.60E-05,4,-0.16676755,,,,,,4,,,,
16262,1.60E-05,4,-0.16676755,,,,,,4,,,,
16263,1.77E-05,4,-0.16676755,,,,,,4,,,,
16264,1.77E-05,4,-0.16676755,,,,,,4,,,,
16265,1.77E-05,4,-0.16676755,,,,,,4,,,,
16266,1.87E-05,4,-0.16676755,,,,,,4,,,,
16267,1.87E-05,4,-0.16676755,,,,,,4,,,,
16268,1.87E-05,4,-0.16676755,,,,,,4,,,,
16269,1.87E-05,4,-0.16676755,,,,,,4,,,,
16270,1.77E-05,4,-0.16676755,,,,,,4,,,,
16271,1.40E-05,4,-0.16676755,,,,,,4,,,,
16272,9.18E-06,4,-0.16676755,,,,,,4,,,,
16273,1.83E-05,4,-0.16676755,,,,,,4,,,,
16274,1.60E-05,4,-0.16676755,,,,,,4,,,,
16275,1.60E-05,4,-0.16676755,,,,,,4,,,,
16276,1.60E-05,4,-0.16676755,,,,,,4,,,,
16277,2.27E-05,4,-0.16676755,,,,,,4,,,,
16278,1.72E-05,4,-0.16676755,,,,,,4,,,,
16279,6.65E-06,4,-0.16676755,,,,,,4,,,,
16280,1.28E-05,4,-0.16676755,,,,,,4,,,,
16281,1.28E-05,4,-0.16676755,,,,,,4,,,,
16282,1.35E-05,4,-0.16676755,,,,,,4,,,,
16283,2.55E-05,4,-0.16676755,,,,,,4,,,,
16284,1.22E-05,4,-0.16676755,,,,,,4,,,,
16285,1.27E-05,4,-0.16676755,,,,,,4,,,,
16286,2.22E-05,4,-0.16676755,,,,,,4,,,,
16287,1.65E-05,4,-0.16676755,,,,,,4,,,,
16288,5.87E-05,4,-0.16676755,,,,,,4,,,,
16289,1.46E-05,4,-0.16676755,,,,,,4,,,,
16290,1.46E-05,4,-0.16676755,,,,,,4,,,,
16291,1.15E-05,4,-0.16676755,,,,,,4,,,,
16292,1.46E-05,4,-0.16676755,,,,,,4,,,,
16293,1.46E-05,4,-0.16676755,,,,,,4,,,,
16294,1.63E-05,4,-0.16676755,,,,,,4,,,,
16295,5.10E-05,4,-0.16676755,,,,,,4,,,,
16296,3.40E-05,4,-0.16676755,,,,,,4,,,,
16297,1.56E-05,4,-0.16676755,,,,,,4,,,,
16298,1.56E-05,4,-0.16676755,,,,,,4,,,,
16299,2.58E-05,4,-0.16676755,,,,,,4,,,,
16300,1.65E-05,4,-0.16676755,,,,,,4,,,,
16301,1.22E-05,4,-0.16676755,,,,,,4,,,,
16302,8.70E-06,4,-0.16676755,,,,,,4,,,,
16303,1.57E-05,4,-0.16676755,,,,,,4,,,,
16304,1.04E-05,4,-0.16676755,,,,,,4,,,,
16305,1.02E-05,4,-0.16676755,,,,,,4,,,,
16306,1.86E-05,4,-0.16676755,,,,,,4,,,,
16307,6.12E-06,4,-0.16676755,,,,,,4,,,,
16308,1.13E-05,4,-0.16676755,,,,,,4,,,,
16309,9.84E-06,4,-0.16676755,,,,,,4,,,,
16310,1.55E-05,4,-0.16676755,,,,,,4,,,,
16311,1.55E-05,4,-0.16676755,,,,,,4,,,,
16312,1.55E-05,4,-0.16676755,,,,,,4,,,,
16313,9.51E-06,4,-0.16676755,,,,,,4,,,,
16314,1.89E-05,4,-0.16676755,,,,,,4,,,,
16315,1.06E-05,4,-0.16676755,,,,,,4,,,,
16316,1.26E-05,4,-0.16676755,,,,,,4,,,,
16317,3.16E-05,4,-0.16676755,,,,,,4,,,,
16318,5.55E-05,4,-0.16676755,,,,,,4,,,,
16319,2.14E-05,4,-0.16676755,,,,,,4,,,,
16320,2.20E-05,4,-0.16676755,,,,,,4,,,,
16321,8.44E-06,4,-0.16676755,,,,,,4,,,,
16322,5.80E-06,4,-0.16676755,,,,,,4,,,,
16323,5.80E-06,4,-0.16676755,,,,,,4,,,,
16324,5.80E-06,4,-0.16676755,,,,,,4,,,,
16325,5.80E-06,4,-0.16676755,,,,,,4,,,,
16326,5.80E-06,4,-0.16676755,,,,,,4,,,,
16327,1.02E-05,4,-0.16676755,,,,,,4,,,,
16328,1.18E-05,4,-0.16676755,,,,,,4,,,,
16329,5.80E-06,4,-0.16676755,,,,,,4,,,,
16330,1.20E-05,4,-0.16676755,,,,,,4,,,,
16331,5.80E-06,4,-0.16676755,,,,,,4,,,,
16332,5.80E-06,4,-0.16676755,,,,,,4,,,,
16333,5.80E-06,4,-0.16676755,,,,,,4,,,,
16334,8.13E-06,4,-0.16676755,,,,,,4,,,,
16335,5.80E-06,4,-0.16676755,,,,,,4,,,,
16336,5.80E-06,4,-0.16676755,,,,,,4,,,,
16337,5.80E-06,4,-0.16676755,,,,,,4,,,,
16338,1.07E-05,4,-0.16676755,,,,,,4,,,,
16339,5.80E-06,4,-0.16676755,,,,,,4,,,,
16340,1.33E-05,4,-0.16676755,,,,,,4,,,,
16341,1.01E-05,4,-0.16676755,,,,,,4,,,,
16342,1.01E-05,4,-0.16676755,,,,,,4,,,,
16343,1.95E-05,4,-0.16676755,,,,,,4,,,,
16344,1.01E-05,4,-0.16676755,,,,,,4,,,,
16345,1.01E-05,4,-0.16676755,,,,,,4,,,,
16346,1.01E-05,4,-0.16676755,,,,,,4,,,,
16347,5.79E-06,4,-0.16676755,,,,,,4,,,,
16348,1.35E-05,4,-0.16676755,,,,,,4,,,,
16349,1.15E-05,4,-0.16676755,,,,,,4,,,,
16350,1.35E-05,4,-0.16676755,,,,,,4,,,,
16351,1.01E-05,4,-0.16676755,,,,,,4,,,,
16352,2.88E-05,4,-0.16676755,,,,,,4,,,,
16353,5.79E-06,4,-0.16676755,,,,,,4,,,,
16354,5.79E-06,4,-0.16676755,,,,,,4,,,,
16355,9.93E-06,4,-0.16676755,,,,,,4,,,,
16356,5.79E-06,4,-0.16676755,,,,,,4,,,,
16357,2.15E-05,4,-0.16676755,,,,,,4,,,,
16358,5.79E-06,4,-0.16676755,,,,,,4,,,,
16359,5.79E-06,4,-0.16676755,,,,,,4,,,,
16360,5.79E-06,4,-0.16676755,,,,,,4,,,,
16361,5.79E-06,4,-0.16676755,,,,,,4,,,,
16362,5.79E-06,4,-0.16676755,,,,,,4,,,,
16363,5.79E-06,4,-0.16676755,,,,,,4,,,,
16364,9.09E-06,4,-0.16676755,,,,,,4,,,,
16365,5.79E-06,4,-0.16676755,,,,,,4,,,,
16366,5.79E-06,4,-0.16676755,,,,,,4,,,,
16367,5.79E-06,4,-0.16676755,,,,,,4,,,,
16368,1.51E-05,4,-0.16676755,,,,,,4,,,,
16369,1.51E-05,4,-0.16676755,,,,,,4,,,,
16370,1.64E-05,4,-0.16676755,,,,,,4,,,,
16371,9.86E-06,4,-0.16676755,,,,,,4,,,,
16372,1.56E-05,4,-0.16676755,,,,,,4,,,,
16373,1.83E-05,4,-0.16676755,,,,,,4,,,,
16374,1.67E-05,4,-0.16676755,,,,,,4,,,,
16375,1.28E-05,4,-0.16676755,,,,,,4,,,,
16376,2.05E-05,4,-0.16676755,,,,,,4,,,,
16377,1.53E-05,4,-0.16676755,,,,,,4,,,,
16378,4.53E-05,4,-0.16676755,,,,,,4,,,,
16379,1.71E-05,4,-0.16676755,,,,,,4,,,,
16380,1.07E-05,4,-0.16676755,,,,,,4,,,,
16381,9.08E-06,4,-0.16676755,,,,,,4,,,,
16382,1.09E-05,4,-0.16676755,,,,,,4,,,,
16383,1.09E-05,4,-0.16676755,,,,,,4,,,,
16384,1.34E-05,4,-0.16676755,,,,,,4,,,,
16385,9.15E-06,4,-0.16676755,,,,,,4,,,,
16386,2.53E-05,4,-0.16676755,,,,,,4,,,,
16387,1.17E-05,4,-0.16676755,,,,,,4,,,,
16388,1.57E-05,4,-0.16676755,,,,,,4,,,,
16389,7.36E-06,4,-0.16676755,,,,,,4,,,,
16390,1.11E-05,4,-0.16676755,,,,,,4,,,,
16391,1.10E-05,4,-0.16676755,,,,,,4,,,,
16392,1.27E-05,4,-0.16676755,,,,,,4,,,,
16393,2.17E-05,4,-0.16676755,,,,,,4,,,,
16394,2.27E-05,4,-0.16676755,,,,,,4,,,,
16395,1.06E-05,4,-0.16676755,,,,,,4,,,,
16396,1.06E-05,4,-0.16676755,,,,,,4,,,,
16397,9.85E-06,4,-0.16676755,,,,,,4,,,,
16398,9.85E-06,4,-0.16676755,,,,,,4,,,,
16399,5.66E-06,4,-0.16676755,,,,,,4,,,,
16400,5.66E-06,4,-0.16676755,,,,,,4,,,,
16401,1.79E-05,4,-0.16676755,,,,,,4,,,,
16402,4.79E-05,4,-0.16676755,,,,,,4,,,,
16403,4.64E-05,4,-0.16676755,,,,,,4,,,,
16404,8.55E-06,4,-0.16676755,,,,,,4,,,,
16405,1.01E-05,4,-0.16676755,,,,,,4,,,,
16406,1.63E-05,4,-0.16676755,,,,,,4,,,,
16407,1.36E-05,4,-0.16676755,,,,,,4,,,,
16408,2.34E-05,4,-0.16676755,,,,,,4,,,,
16409,1.27E-05,4,-0.16676755,,,,,,4,,,,
16410,1.31E-05,4,-0.16676755,,,,,,4,,,,
16411,5.84E-06,4,-0.16676755,,,,,,4,,,,
16412,2.88E-05,4,-0.16676755,,,,,,4,,,,
16413,1.61E-05,4,-0.16676755,,,,,,4,,,,
16414,1.46E-05,4,-0.16676755,,,,,,4,,,,
16415,5.84E-06,4,-0.16676755,,,,,,4,,,,
16416,5.09E-05,4,-0.16676755,,,,,,4,,,,
16417,2.74E-05,4,-0.16676755,,,,,,4,,,,
16418,1.46E-05,4,-0.16676755,,,,,,4,,,,
16419,2.58E-05,4,-0.16676755,,,,,,4,,,,
16420,5.84E-06,4,-0.16676755,,,,,,4,,,,
16421,1.32E-05,4,-0.16676755,,,,,,4,,,,
16422,3.74E-05,4,-0.16676755,,,,,,4,,,,
16423,1.57E-05,4,-0.16676755,,,,,,4,,,,
16424,1.32E-05,4,-0.16676755,,,,,,4,,,,
16425,8.68E-06,4,-0.16676755,,,,,,4,,,,
16426,1.61E-05,4,-0.16676755,,,,,,4,,,,
16427,5.84E-06,4,-0.16676755,,,,,,4,,,,
16428,1.32E-05,4,-0.16676755,,,,,,4,,,,
16429,3.47E-05,4,-0.16676755,,,,,,4,,,,
16430,5.84E-06,4,-0.16676755,,,,,,4,,,,
16431,1.46E-05,4,-0.16676755,,,,,,4,,,,
16432,1.87E-05,4,-0.16676755,,,,,,4,,,,
16433,2.38E-05,4,-0.16676755,,,,,,4,,,,
16434,8.82E-06,4,-0.16676755,,,,,,4,,,,
16435,1.01E-05,4,-0.16676755,,,,,,4,,,,
16436,2.61E-05,4,-0.16676755,,,,,,4,,,,
16437,3.52E-05,4,-0.16676755,,,,,,4,,,,
16438,6.96E-06,4,-0.16676755,,,,,,4,,,,
16439,1.04E-05,4,-0.16676755,,,,,,4,,,,
16440,1.04E-05,4,-0.16676755,,,,,,4,,,,
16441,3.54E-05,4,-0.16676755,,,,,,4,,,,
16442,1.01E-05,4,-0.16676755,,,,,,4,,,,
16443,6.88E-05,4,-0.16676755,,,,,,4,,,,
16444,1.52E-05,4,-0.16676755,,,,,,4,,,,
16445,1.52E-05,4,-0.16676755,,,,,,4,,,,
16446,1.52E-05,4,-0.16676755,,,,,,4,,,,
16447,1.52E-05,4,-0.16676755,,,,,,4,,,,
16448,1.81E-05,4,-0.16676755,,,,,,4,,,,
16449,3.86E-05,4,-0.16676755,,,,,,4,,,,
16450,4.15E-05,4,-0.16676755,,,,,,4,,,,
16451,1.42E-05,4,-0.16676755,,,,,,4,,,,
16452,1.21E-05,4,-0.16676755,,,,,,4,,,,
16453,1.21E-05,4,-0.16676755,,,,,,4,,,,
16454,1.16E-05,4,-0.16676755,,,,,,4,,,,
16455,1.54E-05,4,-0.16676755,,,,,,4,,,,
16456,1.18E-05,4,-0.16676755,,,,,,4,,,,
16457,1.72E-05,4,-0.16676755,,,,,,4,,,,
16458,8.74E-06,4,-0.16676755,,,,,,4,,,,
16459,7.55E-05,4,-0.16676755,,,,,,4,,,,
16460,1.97E-05,4,-0.16676755,,,,,,4,,,,
16461,6.47E-05,4,-0.16676755,,,,,,4,,,,
16462,1.97E-05,4,-0.16676755,,,,,,4,,,,
16463,1.37E-05,4,-0.16676755,,,,,,4,,,,
16464,2.55E-05,4,-0.16676755,,,,,,4,,,,
16465,2.76E-05,4,-0.16676755,,,,,,4,,,,
16466,1.50E-05,4,-0.16676755,,,,,,4,,,,
16467,2.05E-05,4,-0.16676755,,,,,,4,,,,
16468,2.26E-05,4,-0.16676755,,,,,,4,,,,
16469,1.20E-05,4,-0.16676755,,,,,,4,,,,
16470,2.61E-05,4,-0.16676755,,,,,,4,,,,
16471,1.48E-05,4,-0.16676755,,,,,,4,,,,
16472,4.45E-05,4,-0.16676755,,,,,,4,,,,
16473,1.93E-05,4,-0.16676755,,,,,,4,,,,
16474,1.41E-05,4,-0.16676755,,,,,,4,,,,
16475,1.29E-05,4,-0.16676755,,,,,,4,,,,
16476,9.92E-06,4,-0.16676755,,,,,,4,,,,
